Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
15-November-2016,41.25,41.70,39.20,39.35,40.315824536356280395,2035453,4409,82060966.00,653476,32.10,2.50,-1.90
11-November-2016,43.30,43.30,41.60,41.85,42.370224041672719594,1259721,2872,53374661.00,330471,26.23,1.70,-1.45
10-November-2016,44.25,44.25,43.00,43.60,43.666011736798327851,1347727,3284,58849863.00,323064,23.97,1.25,-0.65
9-November-2016,42.00,42.60,39.55,42.25,41.356256134236407390,3494730,10112,144528949.00,751267,21.50,3.05,0.25
8-November-2016,45.10,45.65,44.40,45.20,44.911353866772711917,1637037,2813,73521548.00,299222,18.28,1.25,0.10
7-November-2016,45.00,45.10,44.45,44.85,44.795227178232885271,861042,2088,38570572.00,271244,31.50,0.65,-0.15
4-November-2016,46.50,46.60,43.90,44.10,45.033817339167234876,1987235,4998,89492778.00,643458,32.38,2.70,-2.40
3-November-2016,46.15,46.70,46.05,46.20,46.439525806846734708,1510355,1920,70140170.00,1029314,68.15,0.65,0.05
2-November-2016,46.25,47.30,46.10,46.25,46.554714179213660156,2002671,3371,93233776.00,1173768,58.61,1.20,0.00
1-November-2016,46.70,46.90,46.25,46.40,46.564940426447554757,599511,1707,27916194.00,238080,39.71,0.65,-0.30
30-October-2016,46.80,47.05,46.50,46.70,46.805092476302534339,226923,719,10621152.00,116124,51.17,0.55,-0.10
28-October-2016,46.15,47.05,46.15,46.60,46.674511739735991936,1112163,3492,51909665.00,289302,26.01,0.90,0.45
27-October-2016,46.70,46.95,45.95,46.15,46.485892286212743195,815086,2492,37890000.00,335185,41.12,1.00,-0.55
26-October-2016,47.00,47.55,46.45,46.70,46.925649480883100906,1004687,2864,47145590.00,264496,26.33,1.10,-0.30
25-October-2016,47.50,47.75,46.70,47.00,47.021333527170588670,729134,2090,34284853.00,238681,32.73,1.05,-0.50
24-October-2016,47.70,48.20,47.30,47.45,47.669094176899700150,889114,2547,42383259.00,218596,24.59,0.90,-0.25
21-October-2016,47.30,47.95,46.75,47.75,47.396702925839089241,1010411,2462,47890150.00,269272,26.65,1.20,0.45
20-October-2016,47.15,47.55,46.90,47.30,47.263523500608113844,977613,2096,46205435.00,360286,36.85,0.65,0.15
19-October-2016,46.70,47.65,46.70,47.00,47.169377463688341205,1182678,3285,55786185.00,298603,25.25,0.95,0.30
18-October-2016,46.70,46.90,46.40,46.65,46.652805926009911327,846708,2282,39501304.00,262277,30.98,0.50,-0.05
17-October-2016,48.30,48.30,46.25,46.50,46.731201898475914161,2605037,3849,121736510.00,1382186,53.06,2.05,-1.80
14-October-2016,46.70,48.40,46.20,47.90,47.692337934054958296,3011629,7143,143631628.00,722650,24.00,2.20,1.20
13-October-2016,47.00,47.85,46.40,46.70,46.868669933204269986,1376585,3361,64518708.00,301667,21.91,1.45,-0.30
10-October-2016,47.40,48.45,47.20,47.35,47.735520764849991004,1784193,4290,85169382.00,383448,21.49,1.25,-0.05
7-October-2016,46.55,48.10,45.80,47.40,47.079271881918693452,2347806,6178,110532997.00,539406,22.97,2.30,0.85
6-October-2016,46.70,47.20,45.95,46.35,46.564810737139028145,2107228,4696,98122673.00,532838,25.29,1.25,-0.35
5-October-2016,47.00,47.80,46.35,46.60,46.939225645230471036,1662313,3992,78027685.00,294351,17.71,1.45,-0.40
4-October-2016,47.00,47.15,46.40,46.80,46.740903278327557692,1439667,3033,67291336.00,324882,22.57,0.75,-0.20
3-October-2016,47.00,47.20,45.80,46.90,46.642381821851338431,2110754,5803,98450594.00,421437,19.97,1.40,-0.10
30-September-2016,42.55,46.70,42.25,46.30,44.938567315107597252,9949557,18062,447118837.00,4019581,40.40,4.45,3.75
29-September-2016,48.05,48.25,42.10,42.55,44.565529435067783914,5684682,15613,253340863.00,2219238,39.04,6.15,-5.50
28-September-2016,48.55,48.70,47.70,47.80,48.106396907152826669,1781142,4477,85684324.00,711324,39.94,1.00,-0.75
27-September-2016,47.55,48.80,47.10,48.00,48.027971178173285501,3192858,7573,153346492.00,574032,17.98,1.70,0.45
26-September-2016,48.00,48.30,46.70,47.45,47.393205727286350694,1835075,5065,86970087.00,412471,22.48,1.60,-0.55
23-September-2016,48.55,48.80,47.80,47.90,48.204489715558443515,1234243,3405,59496054.00,398734,32.31,1.00,-0.65
22-September-2016,48.25,48.80,48.20,48.65,48.483471843645891509,1079703,3552,52347750.00,292862,27.12,0.60,0.40
21-September-2016,48.40,48.60,47.70,47.80,48.129581784597586536,1189411,4045,57245854.00,497748,41.85,0.90,-0.60
20-September-2016,48.85,49.00,48.30,48.40,48.514962098027214087,1061950,3274,51520464.00,331684,31.23,0.70,-0.45
19-September-2016,48.70,49.20,48.40,48.85,48.853983383425813582,1406066,4056,68691925.00,391491,27.84,0.80,0.15
16-September-2016,50.00,50.35,47.50,48.20,49.209717308973140199,3780594,10247,186041962.00,1037994,27.46,2.85,-1.80
15-September-2016,52.25,53.00,49.35,49.80,51.160411703883545267,6779630,19492,346848662.00,1969243,29.05,3.65,-2.45
14-September-2016,50.50,51.50,50.05,51.05,50.838408526429979755,2652083,8913,134827679.00,518294,19.54,1.45,0.55
12-September-2016,50.00,50.65,48.30,49.70,49.743965183876391651,2340295,6725,116415553.00,617487,26.39,2.35,-0.30
9-September-2016,51.20,52.20,50.55,50.75,51.261224826839697633,3015414,8133,154573815.00,1053759,34.95,1.65,-0.45
8-September-2016,50.35,51.00,49.55,50.45,50.325247148806136952,2205655,5866,111000133.00,798912,36.22,1.45,0.10
7-September-2016,49.55,50.60,49.15,49.90,49.954557836999959987,1824429,5851,91138544.00,405301,22.22,1.45,0.35
6-September-2016,49.50,49.90,48.35,49.55,49.370235976317686787,2527118,6941,124764412.00,696702,27.57,1.55,0.05
2-September-2016,49.00,49.85,47.45,49.20,48.659514401142567445,5199518,18866,253006021.00,820911,15.79,2.40,0.20
1-September-2016,55.10,55.10,48.45,49.15,51.329644082676093106,9205031,24485,472490965.00,2283411,24.81,6.65,-5.95
31-August-2016,53.85,55.40,53.45,53.90,54.550042809373435679,2559019,6199,139594596.00,518936,20.28,1.95,0.05
30-August-2016,53.95,54.70,53.55,53.80,54.055817842885623746,1914567,5516,103493485.00,381132,19.91,1.15,-0.15
29-August-2016,54.40,55.00,52.70,53.95,54.056430111451265969,3967474,11437,214467481.00,689877,17.39,2.30,-0.45
26-August-2016,51.40,54.65,51.10,53.90,53.418704455203254468,5606568,14715,299495599.00,1307981,23.33,3.55,2.50
25-August-2016,52.15,52.80,51.25,51.50,52.140199391212292090,2530603,5975,131946145.00,745633,29.46,1.55,-0.65
24-August-2016,51.40,52.15,51.20,52.00,51.819825584842666034,2192470,5591,113613413.00,624073,28.46,0.95,0.60
23-August-2016,50.40,51.70,50.25,51.40,51.209585133104431070,3296021,6219,168787868.00,803842,24.39,1.45,1.00
22-August-2016,50.10,50.75,49.05,50.40,50.060615051724699403,1934569,5168,96845714.00,398871,20.62,1.70,0.30
19-August-2016,49.85,51.15,49.65,50.10,50.444660215739564046,1890891,5228,95385354.00,462546,24.46,1.50,0.25
18-August-2016,49.70,50.65,49.20,50.15,50.088239086921499843,2140276,5419,107202656.00,633643,29.61,1.45,0.45
17-August-2016,47.95,49.90,47.70,49.55,48.929104384641774939,2608765,5975,127644535.00,836878,32.08,2.20,1.60
16-August-2016,49.00,49.00,47.25,47.95,47.907480791041076753,2662820,6241,127568998.00,672756,25.26,1.75,-1.05
12-August-2016,48.55,49.35,48.05,48.90,48.665684194817238916,1688598,4306,82176777.00,402478,23.84,1.30,0.35
11-August-2016,48.65,49.00,48.00,48.70,48.570766058115493175,1864976,5093,90583313.00,636299,34.12,1.00,0.05
10-August-2016,50.25,50.25,48.55,48.65,49.015420444787220178,2240532,4875,109820618.00,700548,31.27,1.70,-1.60
9-August-2016,51.30,51.30,49.95,50.10,50.508779197177828852,1496720,3921,75597500.00,452463,30.23,1.35,-1.20
8-August-2016,50.75,51.90,50.45,51.35,51.200152961155267908,1702393,4780,87162782.00,368942,21.67,1.45,0.60
5-August-2016,49.45,50.90,49.00,50.70,50.291094106324664727,1911880,4866,96150537.00,659354,34.49,1.90,1.25
4-August-2016,49.70,49.85,48.50,49.25,49.159520860782350534,2124393,5048,104434142.00,566479,26.67,1.35,-0.45
3-August-2016,50.70,51.25,49.05,49.35,50.166633056599675986,2062874,6554,103487443.00,627045,30.40,2.20,-1.35
2-August-2016,51.80,52.05,50.20,50.70,51.166062486938692898,2430844,5651,124376716.00,568393,23.38,1.85,-1.10
1-August-2016,53.00,53.35,51.40,51.90,52.210190929690488350,2371187,5661,123800126.00,534376,22.54,1.95,-1.10
29-July-2016,51.80,53.35,51.30,52.55,52.603274632534425494,4859843,11326,255643656.00,1400301,28.81,2.05,0.75
28-July-2016,51.80,52.15,51.25,51.45,51.671761669995728025,1732220,4782,89506859.00,563676,32.54,0.90,-0.35
27-July-2016,51.40,52.30,51.00,51.55,51.646405360757982417,1846903,5957,95385901.00,375659,20.34,1.30,0.15
26-July-2016,51.70,52.65,50.40,50.85,51.876837887881890960,3238228,9317,167989029.00,910197,28.11,2.25,-0.85
25-July-2016,51.60,51.85,51.05,51.50,51.512317650544068322,1279343,3779,65901923.00,496502,38.81,0.80,-0.10
22-July-2016,50.20,51.90,49.85,51.35,51.164942094193876378,2470564,6531,126406264.00,678857,27.48,2.05,1.15
21-July-2016,50.35,51.55,49.85,50.15,50.739724493638167227,2706217,7282,137312705.00,579661,21.42,1.70,-0.20
20-July-2016,49.30,50.90,48.80,50.30,50.168869035381193577,4387246,12325,220103170.00,946901,21.58,2.10,1.00
19-July-2016,49.55,49.85,48.65,48.95,49.220673871302583682,1904607,5948,93746040.00,539207,28.31,1.20,-0.60
18-July-2016,52.00,52.05,48.85,49.40,50.691410432797322780,2176885,5675,110349371.00,824764,37.89,3.20,-2.60
15-July-2016,51.40,52.15,50.40,51.70,51.533688914367313810,3481813,6752,179430668.00,929884,26.71,1.75,0.30
14-July-2016,50.85,51.80,50.30,51.30,51.233974843966331523,1500157,4262,76859006.00,249076,16.60,1.50,0.45
13-July-2016,52.10,52.45,50.35,50.85,51.377384346490361209,2130091,5663,109438504.00,509465,23.92,2.10,-1.25
12-July-2016,51.55,52.60,51.30,52.15,52.062986664032975364,1721285,4626,89615238.00,401320,23.32,1.30,0.60
11-July-2016,51.20,51.80,51.00,51.50,51.446793911550491527,1297079,3594,66730556.00,368384,28.40,0.80,0.30
8-July-2016,52.80,52.80,50.25,50.80,51.226319339262250223,2232898,6665,114383146.00,621103,27.82,2.55,-2.00
7-July-2016,52.50,53.45,52.20,52.45,52.896353470808429510,2280607,6710,120635794.00,494910,21.70,1.25,-0.05
5-July-2016,51.50,53.10,51.00,52.15,52.268345539842038631,3458947,9332,180793437.00,759683,21.96,2.10,0.65
4-July-2016,51.50,52.10,51.20,51.50,51.620243752013163907,2002445,5368,103366699.00,582516,29.09,0.90,0.00
1-July-2016,51.00,51.50,50.50,50.80,50.929461816344811693,2347693,6247,119566741.00,616422,26.26,1.00,-0.20
30-June-2016,49.00,51.50,49.00,50.90,50.645591263955185947,5817461,14696,294628752.00,2081577,35.78,2.50,1.90
29-June-2016,48.70,49.25,48.50,48.60,48.780999304342677836,2161984,5274,105463740.00,508486,23.52,0.75,-0.10
28-June-2016,48.25,48.90,47.95,48.30,48.438951134585458589,2545379,6994,123295489.00,596325,23.43,0.95,0.05
27-June-2016,47.70,48.50,47.50,47.70,47.913470816924365442,2260197,6962,108293883.00,559975,24.78,1.00,0.00
24-June-2016,48.10,48.10,45.55,47.20,46.934223896959593321,6839414,15994,321002588.00,1621434,23.71,2.55,-0.90
23-June-2016,48.50,50.45,48.20,49.70,49.291159960224498504,5654737,14789,278728546.00,1244080,22.00,2.25,1.20
22-June-2016,48.55,48.85,47.50,47.70,48.003233858165516828,2003180,6907,96159118.00,422856,21.11,1.35,-0.85
21-June-2016,48.80,49.80,48.20,48.50,48.992565001232768548,3204170,8864,156980507.00,1038240,32.40,1.60,-0.30
20-June-2016,46.80,49.00,46.70,48.65,48.026500843503703508,3034960,9728,145758509.00,900856,29.68,2.30,1.85
17-June-2016,47.30,47.70,46.50,47.15,47.150142831429881960,2755696,6629,129931460.00,791678,28.73,1.20,-0.15
16-June-2016,48.00,48.10,46.50,46.80,47.106627860611427996,3052101,7575,143774186.00,936329,30.68,1.60,-1.20
15-June-2016,48.00,48.45,47.70,47.85,47.953149006726952415,1775544,3597,85142926.00,538465,30.33,0.75,-0.15
14-June-2016,48.00,48.60,47.55,47.85,48.057877644575554486,2150865,4788,103366007.00,605977,28.17,1.05,-0.15
13-June-2016,49.00,49.35,47.05,47.85,47.940261278719247577,3797018,10138,182030035.00,857294,22.58,2.30,-1.15
10-June-2016,49.00,50.05,48.80,49.20,49.374606603667967276,2411690,6434,119076245.00,560498,23.24,1.25,0.20
9-June-2016,49.45,49.60,48.30,48.85,48.970645786060818957,2106580,5868,103160583.00,581053,27.58,1.30,-0.60
8-June-2016,49.15,50.05,48.70,49.20,49.365428878764912992,2920021,8005,144148089.00,574978,19.69,1.35,0.05
7-June-2016,48.50,48.80,47.55,48.40,48.237087788917071907,2904034,7500,140082143.00,538091,18.53,1.25,-0.10
6-June-2016,49.20,50.00,47.80,48.00,48.374028640315627968,2737400,7142,132419066.00,481458,17.59,2.20,-1.20
3-June-2016,51.00,51.10,48.45,48.95,49.587861929174467634,3056779,8231,151579135.00,652938,21.36,2.65,-2.05
2-June-2016,49.50,51.10,48.40,50.75,50.342438053403853911,4908260,11417,247093775.00,784360,15.98,2.70,1.25
1-June-2016,47.80,50.35,47.40,49.25,49.315107686008730061,6667765,15479,328821549.00,902911,13.54,2.95,1.45
31-May-2016,49.50,49.60,46.55,47.05,47.418254634380337980,3489733,9738,165477048.00,842986,24.16,3.05,-2.45
30-May-2016,49.40,50.60,48.75,49.00,49.626419268138696366,2285597,7127,113425995.00,502273,21.98,1.85,-0.40
27-May-2016,47.75,50.40,47.65,49.00,49.315353485027238158,3191295,9719,157379841.00,602595,18.88,2.75,1.25
26-May-2016,47.50,48.00,47.20,47.65,47.593511378181886968,1268744,3566,60383982.00,296033,23.33,0.80,0.15
25-May-2016,47.75,48.10,47.20,47.45,47.593501388853434555,1684483,4284,80170444.00,418511,24.85,0.90,-0.30
24-May-2016,49.75,49.75,45.90,47.10,47.137941640212234340,3651247,11386,172112268.00,965119,26.43,3.85,-2.65
23-May-2016,50.70,50.80,49.60,49.75,50.198657443954357510,905735,3406,45466681.00,270726,29.89,1.20,-0.95
20-May-2016,51.00,51.30,49.95,50.10,50.496223986596114296,1377511,3914,69559104.00,342626,24.87,1.35,-0.90
19-May-2016,51.15,52.85,50.70,50.85,51.727590310960885767,2152618,5285,111349742.00,363825,16.90,2.15,-0.30
18-May-2016,51.30,51.55,50.75,51.15,51.126948788835279329,969769,3199,49581330.00,223937,23.09,0.80,-0.15
17-May-2016,51.30,52.40,51.05,51.30,51.547539036112771855,1287910,4980,66388591.00,282974,21.97,1.35,0.00
16-May-2016,51.75,52.20,50.10,51.05,50.928182358739525489,1508543,6650,76827353.00,367601,24.37,2.10,-0.70
13-May-2016,54.00,54.20,51.25,51.75,52.558810535163324673,2482999,8013,130503474.00,717164,28.88,2.95,-2.25
12-May-2016,55.00,55.20,54.15,54.65,54.721214053830688719,1059953,4092,58001915.00,164730,15.54,1.05,-0.35
11-May-2016,54.70,57.35,53.85,54.40,55.585187963595485864,2684722,8758,149230777.00,577747,21.52,3.50,-0.30
10-May-2016,55.50,56.40,55.25,55.60,55.741496224433665049,999850,3298,55733135.00,164407,16.44,1.15,0.10
9-May-2016,55.00,56.10,54.25,55.75,55.222131136862211790,997843,3987,55103017.00,278137,27.87,1.85,0.75
6-May-2016,54.00,54.50,53.10,54.20,54.004703781580780147,1201799,3889,64902799.00,182189,15.16,1.40,0.20
5-May-2016,55.15,55.45,53.50,54.15,54.424898442103053535,1676876,5091,91263806.00,319747,19.07,1.95,-1.00
4-May-2016,57.30,57.70,54.75,55.00,56.192562910099013879,1592908,4635,89509583.00,273193,17.15,2.95,-2.30
3-May-2016,57.00,58.00,56.35,57.35,57.282762705892959167,1808039,6255,103569469.00,317475,17.56,1.65,0.35
2-May-2016,56.00,57.55,55.50,56.60,56.699767379569190963,1799498,5709,102031118.00,255153,14.18,2.05,0.60
29-April-2016,57.95,57.95,54.80,56.25,56.276150691412115907,2426628,6828,136561283.00,353704,14.58,3.15,-1.70
28-April-2016,59.50,60.45,57.55,57.90,59.107080092052544786,1956274,6726,115629644.00,435064,22.24,2.90,-1.60
27-April-2016,57.40,59.50,57.40,59.25,58.719572963614473716,2882190,9562,169240966.00,578443,20.07,2.10,1.85
26-April-2016,56.90,57.85,56.55,57.45,57.405636233027627819,1696949,5024,97414437.00,276589,16.30,1.30,0.55
25-April-2016,57.40,58.15,56.15,56.65,57.161297190655840406,1958571,6483,111954459.00,415978,21.24,2.00,-0.75
22-April-2016,53.70,57.80,53.45,56.95,56.596067904510496042,5251551,14979,297217137.00,847343,16.14,4.35,3.25
21-April-2016,54.65,55.10,53.65,54.00,54.355705536229738731,1513232,5442,82252793.00,314130,20.76,1.45,-0.65
20-April-2016,54.25,55.20,53.80,54.10,54.367651846662537777,1477395,5142,80322497.00,418568,28.33,1.40,-0.15
18-April-2016,53.25,54.55,52.75,54.05,53.655562422910936998,1852565,6496,99400417.00,461977,24.94,1.80,0.80
13-April-2016,51.90,53.80,51.55,53.00,52.867974466442420342,2450579,8894,129557148.00,606397,24.75,2.25,1.10
12-April-2016,51.85,52.05,51.05,51.45,51.542997507677324176,1113018,3778,57368284.00,228950,20.57,1.00,-0.40
11-April-2016,50.95,51.80,50.35,51.60,51.165791289122390884,1961249,5848,100348857.00,631913,32.22,1.45,0.65
8-April-2016,49.00,50.60,48.75,50.40,49.933824564370248607,2010595,5903,100396698.00,248249,12.35,1.85,1.40
7-April-2016,52.10,52.35,49.85,50.20,51.246773685314617797,2278606,7378,116771206.00,560545,24.60,2.50,-1.90
6-April-2016,49.65,52.10,49.35,50.95,50.407777510404320671,2115227,6572,106623892.00,563342,26.63,2.75,1.30
5-April-2016,51.35,51.35,49.15,49.40,50.037564615792016276,1740867,4956,87108745.00,589934,33.89,2.20,-1.95
4-April-2016,50.60,51.70,50.30,51.25,51.129893703702252846,2042216,6530,104418287.00,553769,27.12,1.40,0.65
1-April-2016,49.90,51.15,49.75,50.30,50.510865666045771464,1418919,4691,71670827.00,451793,31.84,1.40,0.40
31-March-2016,50.30,50.60,49.60,50.00,50.087152896112619443,1311603,3574,65694460.00,517885,39.48,1.00,-0.30
30-March-2016,50.00,50.65,49.45,50.30,50.040891365963869767,1154767,3990,57785570.00,330310,28.60,1.20,0.30
29-March-2016,50.00,50.55,49.10,49.40,49.766385113115200929,2025192,5566,100786485.00,552381,27.28,1.45,-0.60
28-March-2016,52.35,52.35,49.50,50.05,50.880054245976114427,2075730,5465,105613255.00,652467,31.43,2.85,-2.30
23-March-2016,52.20,52.55,51.55,51.95,52.164014422704927757,969305,3621,50562840.00,209736,21.64,1.00,-0.25
22-March-2016,52.40,53.45,51.25,51.95,52.398825470944288430,1858447,5896,97380440.00,474035,25.51,2.20,-0.45
21-March-2016,51.70,52.55,51.70,52.15,52.194944317489592132,891393,3229,46526208.00,203901,22.87,0.85,0.45
18-March-2016,51.70,52.40,51.10,52.00,51.823213017453359922,1230594,5019,63773335.00,303169,24.64,1.30,0.30
17-March-2016,51.05,51.50,50.55,50.80,51.030175887319995795,1369968,4906,69909708.00,361791,26.41,0.95,-0.25
16-March-2016,52.35,52.60,49.20,50.65,50.558598144514006951,1982230,7132,100218770.00,441957,22.30,3.40,-1.70
15-March-2016,51.85,52.70,51.55,52.05,52.160488304878817526,1158047,3824,60404297.00,303825,26.24,1.15,0.20
14-March-2016,53.10,53.20,51.35,51.90,52.020234649315546129,1388114,4735,72210016.00,297339,21.42,1.85,-1.20
11-March-2016,54.00,54.40,52.35,52.90,53.245648963673260524,1197933,4166,63784720.00,272368,22.74,2.05,-1.10
10-March-2016,55.50,55.65,53.35,53.80,54.318504181376931631,1770589,5795,96175746.00,420059,23.72,2.30,-1.70
9-March-2016,54.30,55.40,54.10,55.05,54.928091105007561522,2028692,5400,111432179.00,582969,28.74,1.30,0.75
8-March-2016,55.05,55.85,53.75,54.55,54.968474943235356879,1668292,5398,91703467.00,290761,17.43,2.10,-0.50
